init,type,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
kernel pca:rbf,map geo,fourier_basis,10,"('variance', 'A', 'R', 'n', 'r')",10,0.149606673,0.016143184,0.929010212,0.043531227,0.927773298,0.010444821,1.103647891,0.082107117,41,0.161038782,0.177730112,0.164893252
kernel pca:rbf,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.152352488,0.016757133,0.941611167,0.035060535,0.911082978,0.011703868,1.105714371,0.07791015,61,0.161799789,0.178904352,0.16299671
kernel pca:rbf,map geo,fourier_basis,11,"('variance', 'A', 'R', 'n', 'r')",10,0.152238924,0.013659028,0.93223754,0.045620758,0.940209503,0.012686756,1.09867948,0.084931582,51,0.163304863,0.179419702,0.168692109
kernel pca:rbf,map geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.151569931,0.01630336,0.94509102,0.044424458,0.876673183,0.012611148,1.127575585,0.101150239,31,0.160376014,0.180836078,0.15853414
kernel pca:rbf,map geo,fourier_basis,7,"('variance', 'A', 'R', 'n', 'r')",10,0.153076705,0.017946566,0.935944611,0.04960955,0.886225287,0.013127692,1.12547995,0.099110044,81,0.163553167,0.18407581,0.163132637
kernel pca:rbf,map geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.150916876,0.016410862,0.958838384,0.032280788,0.85270361,0.011767391,1.17937281,0.135656994,31,0.157395531,0.185628009,0.158285674
kernel pca:rbf,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",10,0.156246233,0.020011105,0.936757687,0.041029048,0.920200292,0.011027212,1.115863146,0.085036394,51,0.166794717,0.186120078,0.17126775
kernel pca:rbf,map geo,fourier_basis,12,"('variance', 'A', 'R', 'n', 'r')",10,0.160531712,0.01431291,0.944838495,0.048100769,0.99564187,0.048289778,1.097081119,0.073472442,51,0.169903865,0.186398323,0.185585975
umap:euclidean,map geo,fourier_basis,7,"('variance', 'A', 'R', 'n', 'r')",10,0.14349657,0.019214591,0.909376734,0.052654069,0.903127512,0.024044394,1.208797052,0.133314315,11,0.157796615,0.190744083,0.172266229
kernel pca:rbf,map geo,spiral,,"('variance', 'A', 'R', 'n', 'r')",10,0.14511956,0.017548259,0.914230214,0.050833995,0.844237142,0.012687762,1.203928061,0.147518476,21,0.158734155,0.191104503,0.16133752
umap:cosine,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",10,0.144798307,0.015343562,0.895174048,0.052024242,0.909626837,0.018963825,1.202595251,0.17221499,11,0.161754363,0.194525028,0.176945186
kernel pca:rbf,kernel geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",10,0.155987084,0.017465602,0.923651682,0.043661543,0.900894641,0.02180432,1.155441031,0.146565781,11,0.168880854,0.195131868,0.175793254
umap:cosine,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.148189811,0.01835877,0.894702853,0.06962158,0.898413786,0.025485286,1.182468812,0.128314665,21,0.165630199,0.195852544,0.175956626
umap:euclidean,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",10,0.142694401,0.020837372,0.885020313,0.053805825,0.900745996,0.013514511,1.217830016,0.12304718,31,0.161232911,0.196354279,0.17686533
umap:cosine,map geo,fourier_basis,10,"('variance', 'A', 'R', 'n', 'r')",10,0.150562288,0.018993386,0.88036297,0.052686674,0.915745833,0.026771631,1.148130659,0.114628775,11,0.171022968,0.196356713,0.179812842
umap:euclidean,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.148271325,0.02005635,0.903987124,0.054362692,0.89791408,0.014759055,1.20741424,0.10788435,21,0.164019289,0.198039225,0.177822208
kernel pca:rbf,map geo,fourier_basis,13,"('variance', 'A', 'R', 'n', 'r')",10,0.169705183,0.031140216,0.928424353,0.035416722,1.016108277,0.049166408,1.096945648,0.084608114,51,0.182788379,0.200508917,0.203738771
kernel pca:rbf,kernel geo,fourier_basis,11,"('variance', 'A', 'R', 'n', 'r')",10,0.168115928,0.026693935,0.913969142,0.045321416,0.954022435,0.029543225,1.106546207,0.08873454,11,0.183940485,0.203538647,0.194180435
kernel pca:rbf,kernel geo,fourier_basis,10,"('variance', 'A', 'R', 'n', 'r')",10,0.163263565,0.019320708,0.902955378,0.063006716,0.926990842,0.038604213,1.128962309,0.108015821,11,0.180810225,0.204127929,0.189224721
umap:euclidean,map geo,fourier_basis,10,"('variance', 'A', 'R', 'n', 'r')",10,0.150811336,0.017065821,0.883967699,0.054640005,0.901431046,0.01913753,1.212049389,0.212114921,21,0.170607293,0.206784465,0.186401937
umap:euclidean,map geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.145528,0.015282517,0.918489288,0.042676828,0.888671307,0.025163684,1.307722582,0.266238157,31,0.158442784,0.207199207,0.18413199
kernel pca:rbf,kernel geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.157002584,0.018428482,0.900868909,0.059375222,0.898768694,0.022259564,1.193268649,0.200849134,11,0.174279057,0.207961735,0.186909497
kernel pca:rbf,kernel geo,fourier_basis,7,"('variance', 'A', 'R', 'n', 'r')",10,0.151476218,0.014608876,0.903154623,0.05451222,0.894546355,0.020030039,1.241210975,0.14508834,11,0.167719031,0.208174702,0.186221921
umap:cosine,map geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.1428984,0.018340986,0.894840715,0.051874571,0.891581735,0.030524248,1.310108279,0.198253904,21,0.159691438,0.209213075,0.186530556
umap:cosine,map geo,fourier_basis,7,"('variance', 'A', 'R', 'n', 'r')",10,0.149730929,0.016869564,0.899556333,0.057114322,0.893554112,0.025597367,1.274314339,0.150638523,21,0.166449753,0.212109307,0.189531143
umap:cosine,map geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.150321025,0.015198737,0.909205017,0.049429306,0.887457026,0.024526469,1.287844182,0.186998608,21,0.165332375,0.212922337,0.188959424
umap:cosine,map geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.138916872,0.020091102,0.915085248,0.048639318,0.879780502,0.047137287,1.405263654,0.320002022,11,0.151807574,0.213329667,0.187683281
umap:euclidean,map geo,spiral,,"('variance', 'A', 'R', 'n', 'r')",10,0.155951902,0.015601919,0.914058497,0.04750334,0.914615392,0.017791543,1.258561578,0.177693043,21,0.170614794,0.214729224,0.196394653
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'alpha')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'f')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'phi')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'f', 'phi')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'alpha', 'phi')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
kernel pca:rbf,multi w GP geo,fourier_basis,9,"('variance', 'A', 'f', 'alpha')",1,0.167754888,0,0.95959596,0,0.936519632,0,1.22914981,0,11,0.174818251,0.21487782,0.201237297
umap:cosine,map geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.146234715,0.019534373,0.893101121,0.058155273,0.874323238,0.021984828,1.314035193,0.179448831,31,0.163738138,0.215157676,0.188117356
umap:cosine,map geo,fourier_basis,12,"('variance', 'A', 'R', 'n', 'r')",10,0.154162344,0.012333756,0.899480741,0.052638343,0.903025349,0.017040915,1.263026996,0.197988628,21,0.171390377,0.216470673,0.195478505
umap:euclidean,map geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.143955185,0.019557535,0.909205017,0.049429306,0.882560786,0.018047173,1.387543177,0.189013128,11,0.15833083,0.219690863,0.193890541
PCA,map geo,fourier_basis,13,"('variance', 'A', 'R', 'n', 'r')",10,0.172154636,0.015584112,0.923575869,0.038565993,1.007010438,0.023981374,1.195069413,0.12393401,21,0.186400102,0.22276106,0.224322713
umap:euclidean,map geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.146360334,0.02111397,0.890931624,0.052162522,0.877958193,0.021196677,1.362532986,0.276435525,21,0.164277853,0.223833994,0.196516889
kernel pca:rbf,map geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.152117489,0.017176437,0.958277833,0.038844162,0.827169153,0.007750014,1.424263425,0.283005714,31,0.158740486,0.226088268,0.187013241
umap:cosine,map geo,spiral,,"('variance', 'A', 'R', 'n', 'r')",10,0.156072717,0.016349913,0.89007659,0.053832483,0.900996311,0.021560801,1.312903541,0.217795327,31,0.175347514,0.230214372,0.207422299
umap:cosine,map geo,fourier_basis,11,"('variance', 'A', 'R', 'n', 'r')",10,0.166078349,0.019318066,0.912577978,0.058093574,0.903262343,0.023709795,1.278135629,0.139603756,31,0.181988119,0.232605499,0.210103788
kernel pca:rbf,map geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",10,0.15183293,0.010895909,0.967424242,0.024753916,0.785611243,0.010414837,1.520909194,0.272896202,41,0.156945551,0.238699931,0.187525349
kernel pca:rbf,map geo,fourier_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.15183293,0.010895909,0.967424242,0.024753916,0.785611243,0.010414837,1.520909194,0.272896202,41,0.156945551,0.238699931,0.187525349
umap:euclidean,map geo,klein bottle,,"('variance', 'A', 'R', 'n', 'r')",10,0.148911952,0.020835294,0.896164613,0.048769317,0.881590657,0.029142788,1.471761177,0.286142821,11,0.166165847,0.244556442,0.215598675
umap:euclidean,map geo,fourier_basis,12,"('variance', 'A', 'R', 'n', 'r')",10,0.165963378,0.017376696,0.88684571,0.047145188,0.906946578,0.016418437,1.308311668,0.164729027,31,0.187138953,0.244836076,0.222053241
umap:euclidean,kernel geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.140112519,0.012161737,0.914140859,0.048801529,0.857230026,0.031561613,1.60272739,0.343520521,1,0.153272351,0.245653795,0.210581809
kernel pca:rbf,kernel geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",9,0.154425619,0.013111684,0.927708094,0.054827144,0.876561622,0.015052801,1.480581991,0.224106268,1,0.166459277,0.246456608,0.216034404
umap:cosine,map geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.157695077,0.01867302,0.914058497,0.04750334,0.872253707,0.033612008,1.43162454,0.212558985,31,0.172521865,0.246986536,0.215434922
PCA,map geo,fourier_basis,12,"('variance', 'A', 'R', 'n', 'r')",10,0.170280391,0.021683084,0.923318348,0.043700856,0.927484035,0.021946183,1.353079488,0.20900095,41,0.184422189,0.249537881,0.231442401
kernel pca:rbf,map geo,klein bottle,,"('variance', 'A', 'R', 'n', 'r')",10,0.158549724,0.01878563,0.959171717,0.031858041,0.790474425,0.009235971,1.515158529,0.311401713,51,0.165298581,0.250453555,0.19797713
PCA,map geo,fourier_basis,11,"('variance', 'A', 'R', 'n', 'r')",10,0.171432123,0.018205559,0.932464757,0.040659068,0.889648657,0.023274338,1.374688609,0.151568491,21,0.183848367,0.252734256,0.224844692
umap:cosine,map geo,sphere,,"('variance', 'A', 'R', 'n', 'r')",10,0.167691396,0.014590434,0.896982795,0.047346262,1.0221618,0.013065293,1.357912719,0.169339644,31,0.186950515,0.253862482,0.259488532
kernel pca:rbf,map geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.156971513,0.015460108,0.940798091,0.044887173,0.801134317,0.012238377,1.533892499,0.311147807,31,0.16684931,0.255928906,0.205033429
PCA,map geo,spiral,,"('variance', 'A', 'R', 'n', 'r')",10,0.166551254,0.017241735,0.937065712,0.039710393,0.84065928,0.019434453,1.470495914,0.085690342,21,0.177737006,0.261361541,0.219716005
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'r', 'n')",4,0.150123146,0.011815606,0.9375,0.036084392,0.747158746,0.013630856,1.636663194,0.469338881,1,0.160131355,0.262081095,0.195816183
kernel pca:rbf,map geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.162039931,0.018177578,0.950025308,0.041953372,0.805747567,0.010407924,1.539822055,0.294969483,31,0.170563804,0.262637908,0.211619855
umap:cosine,map geo,fourier_basis,13,"('variance', 'A', 'R', 'n', 'r')",10,0.168273624,0.012895625,0.862947497,0.066386693,0.907221397,0.017302061,1.350114593,0.265772999,11,0.194998681,0.263270565,0.23884469
umap:euclidean,map geo,fourier_basis,11,"('variance', 'A', 'R', 'n', 'r')",10,0.163702544,0.01828423,0.883967699,0.054640005,0.890828538,0.02024564,1.438521905,0.430522803,31,0.18519064,0.266400792,0.237317428
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",3,0.143795507,0.009726647,0.944444444,0.03928371,0.759022077,0.011298738,1.760650836,0.456538866,1,0.152254066,0.268066249,0.203468201
umap:euclidean,map geo,fourier_basis,13,"('variance', 'A', 'R', 'n', 'r')",10,0.170252036,0.030556301,0.882365967,0.050990334,0.90012784,0.016493099,1.413884919,0.237930155,21,0.192949458,0.272808329,0.245562372
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'R', 'n')",5,0.160295553,0.020721056,0.950505051,0.031321276,0.810184272,0.032993492,1.635134801,0.264420652,11,0.168642505,0.275753229,0.223410929
umap:euclidean,map geo,sphere,,"('variance', 'A', 'R', 'n', 'r')",10,0.165642974,0.017818559,0.90483128,0.050209498,1.029283952,0.014418842,1.512121344,0.354802484,21,0.18306504,0.276816554,0.284922837
PCA,map geo,fourier_basis,14,"('variance', 'A', 'R', 'n', 'r')",10,0.216512042,0.025178045,0.908644467,0.053426884,1.125416615,0.01993692,1.166864059,0.142613114,31,0.238280262,0.278040674,0.312911594
umap:cosine,map geo,laguerre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.154489756,0.025240058,0.907181152,0.037649325,0.875238343,0.041953049,1.637823581,0.373252309,31,0.170296479,0.278915589,0.244117618
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'alpha')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'f')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'phi')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'f', 'phi')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'alpha', 'phi')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
kernel pca:rbf,multi w GP geo,fourier_basis,8,"('variance', 'A', 'f', 'alpha')",1,0.160138459,0,0.80952381,0,0.919121412,0,1.429289827,0,1,0.197818097,0.282739394,0.259871831
PCA,map geo,fourier_basis,10,"('variance', 'A', 'R', 'n', 'r')",10,0.170215585,0.013049209,0.938417138,0.062980191,0.882936119,0.015284111,1.562865045,0.346161001,31,0.181385845,0.283481596,0.250296141
PCA,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.174484513,0.011366185,0.925538351,0.061709023,0.907662848,0.024954828,1.507752652,0.231646849,11,0.188522186,0.284244825,0.257998468
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",9,0.157563548,0.009375937,0.944102194,0.040823352,0.738412902,0.01182231,1.721049617,0.298934111,1,0.16689247,0.287230222,0.212094502
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'R', 'n')",9,0.157563548,0.009375937,0.944102194,0.040823352,0.738412902,0.01182231,1.721049617,0.298934111,1,0.16689247,0.287230222,0.212094502
PCA,map geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.172230943,0.014805139,0.937318237,0.039587709,0.844837819,0.017825646,1.571765172,0.215981827,51,0.183748631,0.288809699,0.243997356
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'r', 'n')",10,0.17964492,0.023406823,0.946212121,0.032693,0.834719141,0.02181507,1.525722673,0.297711217,11,0.189856921,0.289669009,0.241792266
umap:euclidean,map geo,mobius strip,,"('variance', 'A', 'R', 'n', 'r')",10,0.154453458,0.02244068,0.91214874,0.058851035,0.882355316,0.034505093,1.715452457,0.520553471,11,0.169329246,0.290476271,0.256303282
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A')",10,0.158854692,0.00970159,0.945651571,0.039006366,0.739429794,0.011623121,1.746698762,0.293847496,1,0.167984379,0.293418107,0.21696209
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'r')",10,0.158854692,0.00970159,0.945651571,0.039006366,0.739429794,0.011623121,1.746698762,0.293847496,1,0.167984379,0.293418107,0.21696209
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'r', 'R')",10,0.158854692,0.00970159,0.945651571,0.039006366,0.739429794,0.011623121,1.746698762,0.293847496,1,0.167984379,0.293418107,0.21696209
kernel pca:rbf,linear geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.169332519,0.036120583,0.962878788,0.034570144,0.767977937,0.021431571,1.671146801,0.280103929,11,0.175860681,0.293889014,0.225700279
PCA,map geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",10,0.180251169,0.015302227,0.941106116,0.043656634,0.847591482,0.017002898,1.550971181,0.147395512,31,0.191531185,0.297059348,0.251784973
PCA,map geo,fourier_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.180251169,0.015302227,0.941106116,0.043656634,0.847591482,0.017002898,1.550971181,0.147395512,31,0.191531185,0.297059348,0.251784973
PCA,map geo,klein bottle,,"('variance', 'A', 'R', 'n', 'r')",10,0.175959905,0.018388755,0.937065712,0.043628118,0.844379476,0.019013104,1.585344441,0.186012051,51,0.187777552,0.297692098,0.251365098
PCA,map geo,sphere,,"('variance', 'A', 'R', 'n', 'r')",10,0.184387418,0.013877025,0.975505051,0.027339285,0.944435158,0.013938631,1.582117804,0.085654726,61,0.189017389,0.299047777,0.282431235
umap:euclidean,map geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.151177624,0.024186147,0.920242535,0.048231055,0.8823987,0.035636408,1.824883809,0.768080841,11,0.164280196,0.299792271,0.26453631
kernel pca:rbf,kernel geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",10,0.166083551,0.016900814,0.940545566,0.0485061,0.82217025,0.017965011,1.698278189,0.330456241,11,0.176582143,0.299885602,0.24655702
kernel pca:rbf,map geo,laguerre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.159929468,0.01645811,0.938838384,0.045153261,0.733530803,0.012406347,1.764539758,0.216770148,71,0.170348242,0.300586246,0.22048927
kernel pca:rbf,map geo,laguerre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.159103829,0.016032983,0.933984904,0.049659272,0.734127194,0.012964366,1.765220429,0.321993393,31,0.170349465,0.300704356,0.220755245
umap:euclidean,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",7,0.165135365,0.014956706,0.920431949,0.03907858,1.121101947,0.029416622,1.685225363,0.054522954,1,0.179410727,0.302347507,0.338962379
PCA,map geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.181954311,0.012335475,0.941358641,0.04733958,0.855128544,0.013704581,1.572124467,0.153762526,11,0.193289043,0.303874434,0.259851703
PCA,map geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.183365979,0.017880343,0.928171828,0.039825598,0.856308969,0.014725609,1.544856435,0.170479635,21,0.197556071,0.305195767,0.261341872
PCA,map geo,fourier_basis,7,"('variance', 'A', 'R', 'n', 'r')",10,0.184325145,0.016731207,0.932464757,0.040659068,0.871432144,0.016597911,1.549449397,0.183707688,21,0.197675187,0.306287699,0.266908946
umap:euclidean,map geo,random_sine_waves,3,"('variance', 'A', 'R', 'n', 'r')",10,0.168671252,0.027589582,0.901295926,0.050482891,0.888636832,0.032042257,1.637163887,0.335636012,21,0.187143032,0.306383814,0.272263942
PCA,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",10,0.183342197,0.015571622,0.935692086,0.052883264,0.880302124,0.01657328,1.574641403,0.226700522,31,0.195942875,0.308539763,0.271608209
umap:cosine,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",5,0.156620509,0.006014813,0.897291597,0.058967406,1.126210805,0.014813445,1.774292905,0.174119377,1,0.174548062,0.309699388,0.348786797
